sample_id,project_name,species,site,latitude,longitude,collection_date,collector_name,storage_solution,storage_volume,tissue_left,tissue_left_date,sample_owner,notes
Mpyr_M_PRMB_0133,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.774003,-73.05023803,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0134,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0135,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0136,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0137,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0138,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0139,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0140,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0141,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0142,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0143,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0144,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0145,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0146,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0147,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0148,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0149,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0150,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0151,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0152,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0153,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0154,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0155,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0156,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0157,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0158,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0159,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0160,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0161,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0162,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0163,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0164,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0165,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0166,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0167,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0168,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0169,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77379898,-73.05088101,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0170,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0171,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0172,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0173,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0174,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0175,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0176,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0177,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0178,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0179,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0180,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0181,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0182,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0183,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0184,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0185,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0186,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0187,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0188,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0189,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0190,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0191,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346002,-73.05190302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0192,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77345096,-73.05190796,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0193,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346697,-73.05192003,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0194,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346697,-73.05192003,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0195,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346697,-73.05192003,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0196,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77346697,-73.05192003,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0197,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77288099,-73.04651404,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0198,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77288099,-73.04651404,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0199,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77288099,-73.04651404,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0200,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77288904,-73.04652602,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
